"ID_REF"	"GSM3581926"	"GSM3581927"	"GSM3581928"	"GSM3581929"	"GSM3581930"	"GSM3581931"	"GSM3581932"	"GSM3581933"	"GSM3581934"	"GSM3581935"	"GSM3581936"	"GSM3581937"
"ASHGV40000006"	3.1232057	3.032257	2.4563587	3.3421729	3.3308964	2.5497591	2.4661245	2.460818	3.2611823	2.8364687	3.8575475	3.316636
"ASHGV40000008"	4.1686316	4.3711123	4.7595286	5.495721	4.6117415	5.5853863	6.2144184	6.261079	6.408607	5.116228	3.7214677	6.265213
"ASHGV40000009"	11.230066	11.832865	10.965346	10.958925	10.79979	11.451801	11.045814	10.886423	11.456154	11.294367	10.780218	11.42468
"ASHGV40000010"	7.503246	7.013744	7.26619	7.82185	7.1952076	8.289962	7.9921565	7.648441	8.566145	7.909455	7.357087	8.070371
"ASHGV40000011"	5.6468596	5.498207	5.8473573	5.735609	5.385582	6.878271	5.93983	5.783309	6.581642	5.958029	5.2379355	6.148011
"ASHGV40000013"	8.458193	8.198142	8.097155	8.101589	7.875365	8.495523	8.02079	7.8998723	8.301573	7.96141	7.8723397	7.7677746
"ASHGV40000014"	10.09894	9.746667	9.550617	9.537055	9.2859535	10.120808	9.58216	9.308717	9.834962	9.56843	9.327603	9.184131
"ASHGV40000015"	7.68244	7.2180123	9.170917	8.348105	9.104571	7.608909	7.2137637	8.875486	7.9303436	7.9986196	9.966641	8.922442
"ASHGV40000017"	7.4946084	7.629089	7.1701794	7.293453	7.228788	7.5361423	7.5142097	7.359174	7.514492	7.3501377	7.072522	7.3163233
"ASHGV40000018"	5.2568045	5.8439746	6.274333	6.0460634	4.9783545	5.0827737	5.705285	6.091764	4.5187693	4.657765	4.211044	4.694221
"ASHGV40000019"	10.918312	11.831594	11.04472	12.029381	11.874298	12.811893	12.611906	12.135048	12.550273	12.325603	11.995288	12.329853
"ASHGV40000020"	10.696927	11.022724	10.238934	9.646651	10.148175	8.825662	9.803698	9.539948	9.224026	9.231775	10.0294285	9.286308
"ASHGV40000021"	6.531645	6.4323683	5.492714	5.4488406	5.9303393	7.384063	7.2864304	5.5211577	7.059773	5.9616523	5.8978047	6.6962614
"ASHGV40000022"	12.223918	11.492518	11.929277	11.91132	11.228682	12.872589	11.998249	11.2825575	12.224557	11.583109	10.66973	11.371302
"ASHGV40000023"	9.423651	8.130792	10.279546	9.303858	10.489624	7.912224	8.838986	11.870888	9.46176	8.869308	10.965831	10.334204
"ASHGV40000025"	8.679172	10.512193	8.751366	8.338726	10.154172	9.096324	9.310073	10.204169	8.783114	8.8906	10.7712755	9.165968
"ASHGV40000026"	8.567673	8.52189	8.343764	7.4843984	8.012671	8.673095	8.475986	7.9301734	8.740667	7.832883	7.867763	8.493007
"ASHGV40000027"	4.2350554	3.8110306	3.954988	2.375437	3.0962026	4.3034167	3.041433	3.1274889	2.8641803	4.011869	2.3774798	3.8576853
"ASHGV40000028"	5.1272697	4.905215	5.006874	4.511455	4.7515235	4.822582	5.3568172	5.088655	5.509115	5.1308136	5.671664	5.3376703
"ASHGV40000029"	3.4372466	3.9128332	3.2898185	3.2610343	4.630127	2.5497591	3.343697	2.460818	3.6277957	2.3836071	2.986734	2.3771646
"ASHGV40000030"	10.375757	9.22503	9.66717	9.514937	8.730669	8.398556	9.315758	9.752491	8.137161	8.131071	9.352248	8.345763
"ASHGV40000031"	3.4354255	3.3040519	4.3411603	2.3786268	4.852205	4.585734	3.1850903	5.0879307	5.861672	4.161002	5.1179504	5.624911
"ASHGV40000032"	6.33581	6.186077	6.2825212	6.2973385	6.2847185	6.8337154	6.3834195	6.423319	6.0768657	5.753916	6.267498	5.747818
"ASHGV40000035"	8.139306	8.47031	8.26226	8.319009	8.14609	10.324656	9.186319	8.53295	9.927726	8.726702	8.519495	9.6149845
"ASHGV40000039"	9.524521	10.971371	9.483096	10.549279	10.571159	11.436848	11.263628	10.547728	11.422266	10.967214	10.372776	10.792626
"ASHGV40000040"	5.2757463	5.534997	4.8709993	4.699279	5.200358	5.1168194	4.6564426	4.678874	5.382086	5.5339975	5.798379	5.5351114
"ASHGV40000041"	4.960079	4.9534044	6.4456472	6.174803	4.4527082	6.2624555	6.1798553	5.5071344	5.873716	5.7471647	5.572323	5.809742
"ASHGV40000042"	9.718005	8.6543045	10.818102	9.847508	11.226146	8.044972	8.513669	12.243206	9.905974	9.325096	11.772332	11.185974
"ASHGV40000043"	5.4266024	7.122656	8.371601	7.431731	7.7147465	5.7916384	6.439319	8.588447	5.931408	7.4394016	8.282658	8.649642
"ASHGV40000044"	8.216251	8.211436	8.389447	8.435303	8.159809	8.3965645	8.535738	8.094558	7.836637	8.491303	7.792202	7.9422035
"ASHGV40000045"	7.045523	7.0360446	6.8452644	6.8208222	6.7178497	6.928672	7.034526	6.7328434	7.127233	6.968178	6.708148	6.6432543
"ASHGV40000046"	4.120164	4.5036025	4.9339676	3.872548	5.9151087	2.5497591	3.1274889	5.9174466	3.474587	3.9066405	7.501493	5.3195024
"ASHGV40000047"	5.8185434	5.492865	5.3391085	5.750596	5.6644106	5.666455	5.8478513	5.585922	5.783785	5.976257	5.504034	5.8169637
"ASHGV40000048"	6.390125	7.940472	5.4918294	7.235287	7.517196	5.6799593	6.962475	7.1886115	5.6829615	7.5607314	7.418564	6.607322
"ASHGV40000050"	6.1372933	6.361771	6.4567623	5.88806	6.512889	6.2853546	6.3974733	6.5344224	6.6372395	6.6329727	6.722821	6.700719
"ASHGV40000052"	5.6310883	5.8796616	4.759059	4.076863	6.190839	6.452734	5.1682367	5.93968	6.549821	6.4589095	6.525178	7.5673213
"ASHGV40000053"	8.662661	9.056391	9.916489	8.390275	10.051271	8.922088	9.537752	10.391787	9.411357	10.284279	10.759359	10.345075
"ASHGV40000054"	6.6709423	9.773687	6.0500455	9.114737	8.971478	9.493538	9.692649	8.388202	8.102955	7.786715	7.6634517	6.9805827
"ASHGV40000055"	12.273637	11.343915	10.817556	10.231426	9.087547	9.423651	9.238522	7.283197	7.5858183	8.559227	7.2763824	6.9822617
"ASHGV40000056"	15.939896	15.812062	15.707626	15.961163	15.745336	15.318544	15.91712	15.731956	15.324991	15.904241	15.476352	15.3517065
"ASHGV40000059"	9.92101	9.569141	9.427207	9.74469	9.782659	11.063243	10.872437	10.550461	11.467108	10.4742155	9.608364	10.459377
"ASHGV40000061"	5.969734	6.4932365	6.222502	6.2412305	6.5971622	6.77246	6.689593	6.5504723	6.337017	6.334855	6.2138624	6.3803544
"ASHGV40000062"	5.8174925	6.366369	5.914096	5.947432	6.072688	6.182478	6.01817	6.045835	6.3716555	6.2941923	6.144797	5.950783
"ASHGV40000063"	4.0596395	3.9367616	2.4563587	3.1195471	4.228185	2.5497591	2.4661245	3.84147	4.8419375	4.975585	4.443783	4.747993
"ASHGV40000064"	3.5819776	2.430861	4.0048285	2.3775525	3.2406945	3.894168	3.5238197	3.3369458	3.6227639	3.1707916	3.771318	2.7216482
"ASHGV40000065"	9.52374	9.237704	9.20446	8.854845	8.950188	9.387369	8.789689	8.79747	8.647107	9.035358	8.500798	8.8428335
"ASHGV40000066"	4.8886576	4.4060836	3.368044	4.1232553	4.509921	4.637418	4.2822933	4.4057093	4.6481657	4.398535	4.4220686	4.3752522
"ASHGV40000067"	13.494291	13.232585	11.735201	11.430099	13.215344	11.814276	11.546089	13.249872	13.307222	13.436137	13.429842	13.233367
"ASHGV40000068"	3.7675996	2.430861	2.4563587	2.3792546	2.3900926	2.5497591	2.4661245	2.460818	3.4231591	2.6333084	2.7585354	3.8243306
"ASHGV40000071"	4.8457465	4.5493155	4.569986	4.8363357	4.728982	4.8719935	4.9720054	4.6943665	5.3409553	4.9419255	4.567316	4.885709
"ASHGV40000073"	6.053662	6.652571	6.5177374	6.298201	6.5404167	6.6960354	6.6740665	6.594971	6.742667	6.252432	6.553551	6.4554267
"ASHGV40000074"	9.714942	10.397039	9.971679	11.043583	10.48303	10.885503	11.080996	10.414531	10.503013	11.076645	10.296596	10.478285
"ASHGV40000075"	12.190829	12.771491	12.060137	12.4175	12.292772	12.674083	12.533969	11.958198	12.567105	12.573352	12.254047	12.417102
"ASHGV40000076"	6.8388276	8.904	6.625133	6.4900947	8.47458	6.9075003	6.3771324	8.299371	5.912726	6.7428718	8.133296	6.4080396
"ASHGV40000077"	5.587553	5.612406	5.973258	5.3380084	5.571995	5.5997815	5.552127	5.7048573	5.2823167	5.793782	4.9433208	5.6715493
"ASHGV40000078"	13.299513	12.866781	12.763903	12.807974	12.345096	13.973297	13.017763	12.615292	13.267233	13.030614	11.899143	12.751482
"ASHGV40000079"	13.641289	13.238295	13.222652	12.831397	12.542205	13.201202	13.272162	12.649881	13.239849	13.094263	12.309953	12.998852
"ASHGV40000080"	8.308026	7.792202	8.259814	7.6386375	7.657173	8.233277	8.11411	7.7030606	7.9707108	7.6082015	7.965694	8.082089
"ASHGV40000081"	5.20723	5.9489465	5.833367	5.7987905	6.06814	6.8394027	6.32023	5.7371893	5.0005245	6.0374694	6.3934135	6.0958543
"ASHGV40000083"	12.687854	12.464232	12.2306185	11.474022	11.39504	11.918892	11.936327	11.335837	11.570013	11.222591	10.822143	10.930079
"ASHGV40000086"	5.6665897	2.430861	2.4563587	5.207021	3.8477435	2.5497591	4.7049656	2.460818	2.4100163	4.9198346	4.369491	2.3771646
"ASHGV40000087"	12.103838	12.791589	12.254774	11.961428	12.237602	11.80911	12.571344	12.448342	12.010894	12.471783	12.04767	12.366242
"ASHGV40000088"	14.211586	13.971477	14.606025	14.535652	14.678866	13.240516	13.618673	14.56888	13.522844	14.141393	15.199231	15.142883
"ASHGV40000089"	7.182181	7.0239835	7.0440154	7.047672	7.2271094	8.558876	7.612397	7.548132	8.346144	7.397868	7.303039	7.9056516
"ASHGV40000091"	6.688449	6.5419517	4.848077	3.477202	5.406205	4.069984	4.1025276	4.691588	6.6581597	6.695482	6.730472	6.355787
"ASHGV40000092"	3.6569746	3.4606104	3.9226592	3.6376796	4.019214	4.0670085	4.5726314	4.4760566	3.8049028	4.0786653	3.8191435	4.3925724
"ASHGV40000094"	8.745511	9.082506	8.588974	8.401977	8.720867	8.953384	9.013286	8.688435	8.9840355	8.470541	8.825662	8.507186
"ASHGV40000095"	14.668991	14.661446	14.171152	14.593277	14.354906	14.692733	15.004709	14.450577	14.920848	14.704096	14.304913	14.534641
"ASHGV40000096"	13.563811	13.510017	13.497648	13.523767	13.555001	13.233367	13.273893	13.496481	13.481507	13.512987	13.374438	13.460608
"ASHGV40000097"	11.317981	11.978129	11.070661	12.204314	11.724475	11.602568	11.621134	11.264866	10.918796	11.591197	11.318511	10.602783
"ASHGV40000098"	5.406722	5.5637093	5.4140205	4.934716	4.962004	5.876513	5.371345	5.0937085	5.439903	5.3131113	4.6776676	4.3721495
"ASHGV40000100"	15.202183	15.340072	14.817693	15.780951	15.298937	15.590645	15.753463	15.531935	15.788732	15.898567	15.299923	15.498732
"ASHGV40000101"	5.374468	5.3962502	6.033787	6.601881	5.231992	6.2175303	6.456216	4.6778936	5.9162393	6.0781612	5.9170504	6.0587463
"ASHGV40000104"	10.69577	10.905258	10.531225	10.867667	10.82635	12.097703	11.230066	11.172836	11.778895	11.065962	10.826685	11.080996
"ASHGV40000105"	5.763297	7.62066	7.4634814	8.768768	8.17717	3.801434	4.8030033	7.3451076	5.5443125	5.6511183	7.163833	6.757464
"ASHGV40000106"	2.3945029	2.8486328	3.0485866	2.6419065	4.1907725	2.5497591	2.4661245	2.460818	3.0045455	2.3836071	4.829231	3.9742014
"ASHGV40000107"	12.192781	13.017763	12.457542	12.926685	12.752169	12.675125	11.541475	11.654572	12.376861	11.693747	12.289384	12.353209
"ASHGV40000108"	16.690577	16.406155	16.355003	16.391943	16.220057	16.339617	16.523647	16.205568	16.264725	16.20792	15.934448	15.974946
"ASHGV40000111"	4.978258	5.208607	5.244757	4.8741446	5.609757	5.840142	5.477654	5.0903482	5.6869884	5.576944	5.5968046	5.3503036
"ASHGV40000113"	15.586044	15.502736	15.791328	15.550295	15.601528	14.66612	15.044084	15.655508	14.756337	15.212614	16.033953	15.291119
"ASHGV40000114"	18.015936	18.091507	18.168678	17.962355	18.193539	18.22219	18.168678	18.083586	18.21039	18.026608	17.906326	18.015936
"ASHGV40000117"	5.6113977	5.4262714	4.742084	3.6005585	5.126259	4.0643587	4.182573	4.97928	5.2220426	5.2115703	5.276262	5.1750546
"ASHGV40000119"	14.990642	15.487069	15.877163	15.845751	15.705831	16.658144	16.17799	16.380348	16.710648	16.158537	15.843212	16.906328
"ASHGV40000124"	5.0754423	5.086801	4.9262595	4.959139	5.019929	4.8235846	4.6103144	4.7450514	5.103383	4.9537535	4.9312005	4.783601
"ASHGV40000126"	11.22173	11.364031	11.113663	11.09715	11.038214	10.762013	11.303369	10.864575	10.973232	11.285356	10.909577	11.22752
"ASHGV40000127"	10.378157	4.6395006	5.8825216	9.668249	6.651909	7.8250146	11.826209	11.51779	11.041194	8.45711	5.728228	7.295876
"ASHGV40000128"	17.498669	17.503752	17.52744	17.823511	17.745615	17.73294	17.73978	17.716902	17.866539	17.751602	17.583792	17.778473
"ASHGV40000129"	2.3945029	2.430861	2.4563587	2.3742502	2.3900926	2.5497591	3.419915	2.460818	2.4100163	3.170464	2.3774798	3.212337
"ASHGV40000130"	14.178643	14.2142105	14.244003	15.2066965	14.462172	15.4574995	15.2510605	14.380617	15.374104	15.139529	14.40719	15.101342
"ASHGV40000131"	6.1194572	6.309018	4.787925	4.666306	6.212748	3.6150856	5.0098257	6.1076527	6.4092054	6.4551105	6.2372694	6.3574915
"ASHGV40000133"	13.9542465	14.346697	12.789284	14.345389	13.678824	14.385164	13.639673	12.7798605	13.206958	12.300607	11.949778	11.486535
"ASHGV40000135"	4.441837	3.8868322	4.1482434	4.4019976	4.0151863	2.5497591	3.7787576	5.2894254	4.0043993	4.126347	4.035168	4.2607193
"ASHGV40000137"	8.438885	7.588664	6.341793	5.5394034	5.779546	5.168799	8.096924	6.440571	5.4743514	6.539644	5.4320555	4.2539096
"ASHGV40000138"	6.324274	5.358971	6.5558014	6.505405	5.4681077	7.517675	6.7175403	5.557152	7.193202	6.4366264	5.617449	6.828611
"ASHGV40000139"	4.258011	4.808577	4.3525224	4.2935715	3.6621819	4.860203	4.6926727	4.152633	3.4372466	3.1462307	3.912461	3.3531044
"ASHGV40000140"	11.509991	11.437417	10.830672	9.583865	9.046445	9.041711	8.984968	7.4425564	7.4715695	8.1907	7.2876525	7.1804037
"ASHGV40000141"	14.182458	13.347314	14.259559	13.857308	13.977284	13.062626	13.800532	14.20957	13.358854	13.571779	14.036195	14.252734
"ASHGV40000142"	10.783891	11.160512	9.881503	11.175612	10.716759	10.153897	12.169706	10.868095	10.738667	11.815936	10.515785	10.529619
"ASHGV40000143"	15.643218	16.488163	15.995343	15.825378	16.633347	16.13812	15.956055	16.481188	16.164074	16.113749	16.629421	16.179586
"ASHGV40000145"	6.810448	7.311096	6.9007654	8.218258	6.704095	6.957691	8.184649	6.0394917	7.4922915	7.255421	5.6461043	7.0279064
"ASHGV40000146"	9.438334	9.56706	8.925642	8.581676	9.102796	9.094374	9.743781	9.429731	9.333355	9.461395	10.065019	9.485738
"ASHGV40000150"	4.1986704	6.4576807	3.7134082	5.19199	4.9454584	6.368493	5.776357	5.650696	6.126416	4.914678	4.0377088	5.5802035
"ASHGV40000151"	11.516148	12.763612	11.902713	12.703129	12.935116	12.856443	13.917857	13.676583	13.98019	13.41107	13.303649	13.106659
"ASHGV40000152"	8.366084	8.478781	8.422381	7.2556586	8.05796	6.2188215	6.6290674	7.718422	6.5405946	7.9707108	8.781123	8.1863365
"ASHGV40000154"	9.661295	10.142579	9.454938	8.917572	9.447669	9.400812	9.708283	9.797518	9.722141	9.574825	9.9727745	9.541054
"ASHGV40000155"	12.810638	12.4089985	12.434632	12.54486	12.130821	12.814454	12.986698	12.542205	12.818805	12.5950575	11.970516	12.303523
"ASHGV40000157"	4.8289375	5.371751	4.971017	4.976982	4.8066645	5.6779923	5.217685	5.331155	4.6827993	4.499204	4.0596395	4.3436537
"ASHGV40000158"	14.093025	14.111643	14.076166	14.088616	13.991914	14.689656	14.590686	14.2142105	14.869108	14.220445	13.83234	14.286061
"ASHGV40000159"	11.474515	10.523523	11.234219	10.636539	10.464542	9.294876	10.62419	10.160872	9.872648	10.144345	10.262053	10.820087
"ASHGV40000160"	12.036119	12.130821	11.892197	11.212318	11.352995	12.447686	12.212201	11.420769	11.94615	11.598041	10.981082	11.4233465
"ASHGV40000161"	9.881503	10.814772	10.428177	11.421991	10.7941	11.897989	11.350357	10.953381	11.29189	11.346549	10.690037	10.828419
"ASHGV40000164"	11.002233	10.647215	10.699653	10.395995	10.354862	11.547419	11.228682	10.702773	11.500942	10.632901	10.660171	10.994988
"ASHGV40000166"	12.82926	12.517901	13.124993	12.64731	12.7656	11.627218	11.749464	12.824335	11.707522	12.023947	12.929766	13.490036
"ASHGV40000167"	12.443087	12.005869	12.691059	12.381116	12.150585	11.220394	11.223043	12.158338	11.224758	11.578591	12.184227	12.936779
"ASHGV40000169"	5.6253066	4.382927	2.4563587	2.3753057	2.3900926	2.5497591	3.0008717	2.460818	2.4100163	3.0209808	2.3774798	2.851255
"ASHGV40000170"	9.294506	9.838954	9.156242	9.220981	9.692649	9.6171	10.280524	10.014665	10.074812	10.191326	10.004293	9.398623
"ASHGV40000171"	4.8082848	3.9386399	4.0486617	3.1572762	3.1439803	4.491842	4.7858515	4.3766026	4.4272766	4.822365	4.333976	4.3845553
"ASHGV40000172"	13.201202	12.652973	12.933596	12.254774	12.545342	12.197441	12.336831	12.825384	13.0095005	12.8507595	13.120392	12.623241
"ASHGV40000173"	5.674736	6.8814235	6.2137027	6.437695	6.1179075	6.921205	6.316115	6.372331	6.842527	6.3390417	5.408836	6.403147
"ASHGV40000174"	11.755296	12.387439	11.766509	11.769786	11.9545555	11.652647	12.369366	11.967501	12.147412	12.12015	12.130821	12.289384
"ASHGV40000177"	6.618023	6.2849245	7.6754556	6.5341663	6.8039784	7.4341574	7.032062	7.2214613	8.383139	7.096387	7.253009	7.661883
"ASHGV40000178"	14.532344	15.108973	14.489736	15.191323	14.863646	15.14736	15.176754	14.639672	15.421373	15.175219	14.6919155	15.12852
"ASHGV40000180"	10.173134	10.598544	10.030297	11.03013	10.407469	10.082576	10.844906	9.881503	9.984777	10.792135	10.206585	10.446836
"ASHGV40000182"	6.493443	6.402409	6.49177	5.7731786	6.464094	6.7399735	6.1059093	6.618387	7.5373178	6.58505	6.8262987	7.0058827
"ASHGV40000184"	9.05276	9.034964	9.151029	8.712351	8.838634	7.7598834	7.2575874	8.417353	7.1533694	8.7926855	9.237443	8.489977
"ASHGV40000185"	5.2616377	5.34995	3.5365062	3.1127827	4.576247	2.5497591	2.4661245	4.32023	4.9291506	4.829231	4.473807	4.8042836
"ASHGV40000186"	6.440384	6.483629	6.176485	5.653991	5.6441164	6.2258043	5.8472414	5.450446	5.4199104	5.4964237	5.601354	5.5670414
"ASHGV40000187"	5.2765	4.7192674	4.3427672	4.998551	4.9455843	5.0154843	5.097401	4.962393	5.552279	5.4767127	4.949303	4.962539
"ASHGV40000188"	5.294006	5.6066813	5.2859745	5.4935036	5.112184	5.325349	5.445721	5.3628297	3.198791	3.7490215	3.0924716	3.2034175
"ASHGV40000189"	5.123928	5.249635	5.417601	4.567316	4.986209	5.865693	5.2477217	5.309713	5.951225	5.0202312	5.095211	5.3594465
"ASHGV40000191"	5.4033275	4.7472887	4.847412	4.7809777	5.4645357	4.555227	4.829231	5.1156745	5.195947	5.10468	5.184548	5.0424857
"ASHGV40000192"	3.388864	4.2200475	2.4563587	3.5421994	4.477005	3.4750555	4.564052	4.6058893	4.2940965	5.4106746	5.0061016	4.2930713
"ASHGV40000193"	7.201982	7.150806	7.5365386	7.837799	7.3010387	9.242988	8.102338	7.408563	8.785797	7.87552	7.486924	8.289197
"ASHGV40000196"	6.552131	7.6719856	7.256783	7.5402837	7.1189337	7.912783	7.5577726	6.50435	7.644204	7.2367625	6.7155027	7.106316
"ASHGV40000197"	15.953215	16.30272	15.742069	15.8067665	15.770875	16.056244	15.589252	15.358441	15.656429	15.597147	15.097963	15.480796
"ASHGV40000198"	6.101938	6.1595163	6.0604587	5.5423	5.890695	6.35217	6.245871	5.898895	5.61919	5.3114357	5.5944843	5.2309675
"ASHGV40000199"	7.4643116	6.5042496	7.3675046	7.17363	6.8090024	5.957149	6.8900967	6.916679	5.925818	6.896865	6.7480607	7.4394016
"ASHGV40000200"	10.862356	10.119176	11.447036	11.43858	11.444122	9.770588	10.762013	11.21619	8.591304	11.015913	11.559888	11.669601
"ASHGV40000201"	10.200901	10.417901	10.801403	10.246576	10.661093	9.79488	10.637458	10.670236	10.4162445	10.323889	10.595812	10.980756
"ASHGV40000202"	5.9856443	5.7626257	5.775467	5.5512567	5.9021945	5.4963107	5.755734	5.6925263	4.4955096	5.015645	5.992018	4.7727933
"ASHGV40000203"	8.318718	8.914081	7.950112	8.467292	8.826982	8.991068	8.893942	9.231154	9.140622	8.86572	9.056944	8.852782
"ASHGV40000205"	3.9838564	3.9954486	4.962895	5.7609363	5.2647266	5.438661	5.4624305	3.9863913	5.3926096	5.5169334	4.9509583	5.413484
"ASHGV40000209"	3.77177	3.8333178	3.4094255	4.3300495	3.8436532	4.0048285	4.4212437	3.7511852	3.2631564	2.8142762	2.9139066	2.4943411
"ASHGV40000210"	4.0436125	3.3787658	2.9711068	3.7699986	4.080189	3.771977	4.613777	3.384147	4.6175623	3.9451828	3.8627982	4.3865943
"ASHGV40000214"	6.1784043	6.1665425	3.0125256	3.1889052	6.0398707	2.5497591	2.4661245	5.8805304	5.929963	5.9984493	6.0237865	6.12805
"ASHGV40000215"	7.3212337	7.1796765	6.9805827	6.853999	7.2264304	7.2139835	7.115591	7.006532	7.2283783	6.2995105	7.1386676	5.633252
"ASHGV40000216"	9.542424	11.08404	10.037193	10.560744	9.419362	11.485018	10.57635	9.068675	11.890882	10.091433	9.165968	10.142579
"ASHGV40000217"	17.17973	17.104946	17.230513	17.264303	17.05922	16.543705	16.717068	17.036324	16.366472	16.68213	16.913961	17.30658
"ASHGV40000219"	6.593529	6.419238	6.321838	6.1014423	6.298006	6.0682983	5.9448385	6.471286	4.852838	6.316759	6.1600075	6.519306
"ASHGV40000220"	14.6335335	14.646694	14.447655	14.294982	14.160346	14.026747	14.565991	14.220445	14.478013	14.3701935	14.345389	14.352934
"ASHGV40000222"	7.165768	7.036955	6.700719	6.536292	6.6384215	6.708764	6.6447725	6.4845643	6.965411	6.5552034	6.51072	6.724719
"ASHGV40000223"	2.3945029	2.430861	2.4563587	2.6237898	2.3900926	2.5497591	2.4661245	2.460818	3.9089305	3.2362278	2.8907466	2.9561756
"ASHGV40000224"	5.202091	5.102889	4.5140276	4.425205	4.9611316	4.9871836	4.2799263	4.980865	5.616836	5.0327687	4.9491534	5.2180057
"ASHGV40000228"	11.136742	11.091586	10.992784	10.954819	10.981456	10.376328	10.633249	10.918312	10.171956	10.540966	11.594154	10.669274
"ASHGV40000229"	4.6929817	4.9688025	4.0775294	4.0662904	4.3392415	2.5497591	3.501175	7.2474585	4.4919868	4.1591644	4.547301	4.7586756
"ASHGV40000230"	2.3945029	2.430861	4.730936	2.3786314	4.0295157	4.739592	2.4661245	2.460818	4.027204	2.3836071	4.1514125	3.9177496
"ASHGV40000231"	7.9346495	8.073044	8.122485	8.727277	8.438582	8.973366	8.975027	8.602088	9.1435	8.818341	8.614509	8.64442
"ASHGV40000234"	11.457537	11.968038	11.7743	12.046227	11.001516	11.760717	12.031588	10.749846	11.70705	11.813446	10.932054	11.313766
"ASHGV40000236"	11.122926	9.898576	11.987655	11.611199	11.762987	10.278304	10.522153	12.227691	11.114612	11.207766	12.099711	12.660319
"ASHGV40000237"	6.79551	6.9123845	5.5783973	6.3233986	6.482515	4.7386937	6.8088937	5.860392	5.358612	6.508802	6.4902434	5.2828813
"ASHGV40000238"	4.750315	5.0088434	4.6897774	6.278107	5.1133723	6.5808716	6.039718	5.684878	5.9149656	6.3539834	5.754196	6.137798
"ASHGV40000239"	6.287646	6.413067	5.4248433	6.070096	5.9053793	8.509472	6.861367	6.3191	7.82822	6.1057434	5.633794	6.8703513
"ASHGV40000240"	9.115738	9.951583	8.940036	9.637288	9.336719	6.3593802	9.163146	7.9237814	5.6468596	9.120353	8.22517	5.5335455
"ASHGV40000241"	10.345075	11.27206	10.160402	11.022164	10.698343	7.8109164	10.392827	9.341992	7.019367	10.591128	9.424149	6.8998575
"ASHGV40000244"	8.014168	6.168846	6.6013775	7.2403364	5.5963345	5.1986046	8.148351	6.911375	6.2173295	6.4255505	3.116714	4.380908
"ASHGV40000245"	12.647915	12.729063	12.102688	12.756177	12.308161	12.907801	12.805843	12.300607	13.085253	12.795959	11.788487	12.184227
"ASHGV40000247"	4.819047	5.0603495	4.4794464	6.3472986	4.881453	5.2599454	5.364642	4.4150834	5.2634025	4.8796644	4.527547	4.8059025
"ASHGV40000248"	8.362121	8.166022	7.769726	10.04809	8.722386	9.27421	9.082073	8.7559595	10.110569	8.955378	8.787596	9.675788
"ASHGV40000249"	12.283624	11.4774885	12.357695	11.859785	11.778331	10.932054	11.469212	11.783841	10.817556	11.61163	11.968535	11.989215
"ASHGV40000252"	3.014878	4.1667833	4.1410108	3.7774682	3.9277296	4.8373246	4.7566357	5.0630994	4.256604	3.9535847	3.3289757	4.2021356
"ASHGV40000254"	6.735096	7.125131	7.2410054	7.401716	7.727295	6.476735	7.280315	7.400026	6.9301934	6.941785	7.546469	7.2354813
"ASHGV40000256"	11.427843	11.554143	10.995828	11.788997	11.484048	12.1219015	12.342973	11.079655	12.080651	11.417313	11.133402	11.26098
"ASHGV40000257"	6.933737	7.091061	7.477667	7.0603647	6.917679	8.1298685	7.109001	6.706635	7.3684387	6.8291173	6.2405434	7.0062532
"ASHGV40000258"	7.9644976	8.243515	7.9610357	7.950521	8.148741	8.7864485	8.390658	8.274058	8.545079	8.276831	7.7628317	7.954488
"ASHGV40000259"	2.9913416	3.5167716	3.4609928	3.4425964	3.696454	3.7860792	3.8178554	3.6324577	4.154516	3.437918	4.209359	3.9096498
"ASHGV40000260"	12.712313	12.605673	12.68482	12.657662	12.446941	12.699736	12.837344	12.630108	12.973003	12.53933	12.419442	12.589049
"ASHGV40000261"	7.384384	7.3997827	7.4197636	7.019367	7.1598663	7.035258	7.178852	7.110034	5.960655	6.875891	6.466085	5.887948
"ASHGV40000262"	14.377433	13.494904	14.5034275	13.765088	14.168266	12.260502	13.079005	14.030715	12.468764	13.158776	14.242218	14.121946
"ASHGV40000263"	9.085254	7.667993	10.048562	9.078779	9.935917	7.904199	8.446897	10.962231	8.955078	7.9798756	10.489869	9.93369
"ASHGV40000265"	4.486531	4.849222	4.8821735	5.0959644	3.8850663	5.9935446	4.8107176	4.8265615	4.1176386	2.882209	4.222197	4.056149
"ASHGV40000279"	8.985757	7.558306	10.3552475	9.752108	10.833764	6.945518	6.792572	9.663125	7.7355447	7.986794	11.190267	9.883959
"ASHGV40000316"	2.9842427	3.9104414	2.9561756	2.3737097	3.8747437	2.5497591	3.493389	3.6686914	3.9083173	3.469972	3.6201754	3.8671477
"ASHGV40000349"	11.887757	11.596973	10.061021	11.566035	9.499236	10.817244	11.2800455	9.829314	9.302984	10.639851	9.179261	9.18086
"ASHGV40000359"	14.166479	14.122601	14.479159	14.2975235	14.356102	15.3424015	14.751537	14.3797865	14.989086	14.501544	13.942548	14.507159
"ASHGV40000399"	12.738831	12.158338	12.580156	12.37314	12.02123	11.909636	12.1378145	11.973441	11.883434	11.968535	12.042639	12.675741
